,Date,Close,Volume,Stock
782968,2010-06-04,122.77,5467312,AMZN
782969,2010-06-07,122.01,6558999,AMZN
782970,2010-06-08,118.83,11508385,AMZN
782971,2010-06-09,117.91,7363130,AMZN
782972,2010-06-10,123.21,6045279,AMZN
782973,2010-06-11,123.03,4203686,AMZN
782974,2010-06-14,123.83,3918871,AMZN
782975,2010-06-15,126.84,4539656,AMZN
782976,2010-06-16,126.9,3963663,AMZN
782977,2010-06-17,125.89,3476968,AMZN
782978,2010-06-18,125.83,3835586,AMZN
782979,2010-06-21,122.55,5311594,AMZN
782980,2010-06-22,122.31,6193108,AMZN
782981,2010-06-23,121.45,5453970,AMZN
782982,2010-06-24,118.33,7766031,AMZN
782983,2010-06-25,121.0,5678541,AMZN
782984,2010-06-28,117.8,5607767,AMZN
782985,2010-06-29,108.61,12831924,AMZN
782986,2010-06-30,109.26,9740658,AMZN
782987,2010-07-01,110.96,8527241,AMZN
782988,2010-07-02,109.14,4474434,AMZN
782989,2010-07-06,110.06,5215831,AMZN
782990,2010-07-07,113.43,4933341,AMZN
782991,2010-07-08,116.22,6770943,AMZN
782992,2010-07-09,117.26,4063873,AMZN
782993,2010-07-12,119.51,4778776,AMZN
782994,2010-07-13,123.65,7062190,AMZN
782995,2010-07-14,123.3,5251489,AMZN
782996,2010-07-15,122.06,6047638,AMZN
782997,2010-07-16,118.49,6223925,AMZN
782998,2010-07-19,119.94,5023793,AMZN
782999,2010-07-20,120.1,6782839,AMZN
783000,2010-07-21,117.43,5000233,AMZN
783001,2010-07-22,120.07,14265287,AMZN
783002,2010-07-23,118.87,42396643,AMZN
783003,2010-07-26,118.4,11116601,AMZN
783004,2010-07-27,117.13,7779206,AMZN
783005,2010-07-28,117.13,5458686,AMZN
783006,2010-07-29,116.86,6175625,AMZN
783007,2010-07-30,117.89,7077047,AMZN
783008,2010-08-02,120.07,5468786,AMZN
783009,2010-08-03,122.42,5953783,AMZN
783010,2010-08-04,127.58,9256604,AMZN
783011,2010-08-05,127.83,4271186,AMZN
783012,2010-08-06,128.32,5063214,AMZN
783013,2010-08-09,128.83,5082836,AMZN
783014,2010-08-10,130.0,5691387,AMZN
783015,2010-08-11,125.89,5529688,AMZN
783016,2010-08-12,126.56,4363805,AMZN
783017,2010-08-13,124.69,3976596,AMZN
783018,2010-08-16,126.07,4024643,AMZN
783019,2010-08-17,128.86,5036228,AMZN
783020,2010-08-18,129.65,7900633,AMZN
783021,2010-08-19,127.57,5578981,AMZN
783022,2010-08-20,127.76,4169328,AMZN
783023,2010-08-23,126.6,3850967,AMZN
783024,2010-08-24,124.53,5353140,AMZN
783025,2010-08-25,126.85,5339160,AMZN
783026,2010-08-26,124.86,4692398,AMZN
783027,2010-08-27,126.64,5071746,AMZN
783028,2010-08-30,123.79,3425865,AMZN
783029,2010-08-31,124.83,4224415,AMZN
783030,2010-09-01,132.49,7117854,AMZN
783031,2010-09-02,135.21,5394786,AMZN
783032,2010-09-03,138.79,6580701,AMZN
783033,2010-09-07,137.22,3882754,AMZN
783034,2010-09-08,139.14,5828429,AMZN
783035,2010-09-09,140.38,4952408,AMZN
783036,2010-09-10,142.44,5040466,AMZN
783037,2010-09-13,145.07,5076760,AMZN
783038,2010-09-14,145.75,4315483,AMZN
783039,2010-09-15,145.45,4890672,AMZN
783040,2010-09-16,148.13,5814106,AMZN
783041,2010-09-17,148.32,7259583,AMZN
783042,2010-09-20,151.3,6448627,AMZN
783043,2010-09-21,150.73,7538326,AMZN
783044,2010-09-22,151.83,6607112,AMZN
783045,2010-09-23,152.85,7058947,AMZN
783046,2010-09-24,160.73,10558157,AMZN
783047,2010-09-27,159.37,6439830,AMZN
783048,2010-09-28,159.7,8492800,AMZN
783049,2010-09-29,158.99,7286928,AMZN
783050,2010-09-30,157.06,7601791,AMZN
783051,2010-10-01,153.71,8682607,AMZN
783052,2010-10-04,155.39,5345375,AMZN
783053,2010-10-05,160.87,5600966,AMZN
783054,2010-10-06,155.4,6041667,AMZN
783055,2010-10-07,156.27,4621434,AMZN
783056,2010-10-08,155.55,6918322,AMZN
783057,2010-10-11,153.03,4467691,AMZN
783058,2010-10-12,156.48,5279993,AMZN
783059,2010-10-13,155.17,5632748,AMZN
783060,2010-10-14,155.53,4021869,AMZN
783061,2010-10-15,164.64,10110750,AMZN
783062,2010-10-18,163.56,6325524,AMZN
783063,2010-10-19,158.67,7524589,AMZN
783064,2010-10-20,158.67,5770223,AMZN
783065,2010-10-21,164.97,13399731,AMZN
783066,2010-10-22,169.13,16301899,AMZN
783067,2010-10-25,169.0,6529880,AMZN
783068,2010-10-26,169.95,4688933,AMZN
783069,2010-10-27,167.51,5716689,AMZN
783070,2010-10-28,166.84,4682864,AMZN
783071,2010-10-29,165.23,4957575,AMZN
783072,2010-11-01,162.58,5243949,AMZN
783073,2010-11-02,164.61,4261645,AMZN
783074,2010-11-03,168.47,6118035,AMZN
783075,2010-11-04,168.93,7396838,AMZN
783076,2010-11-05,170.77,5212461,AMZN
783077,2010-11-08,171.99,5704605,AMZN
783078,2010-11-09,170.27,3976219,AMZN
783079,2010-11-10,173.33,5436205,AMZN
783080,2010-11-11,170.37,5685145,AMZN
783081,2010-11-12,165.68,7160369,AMZN
783082,2010-11-15,158.9,9631577,AMZN
783083,2010-11-16,157.78,6568194,AMZN
783084,2010-11-17,158.35,4524492,AMZN
783085,2010-11-18,164.17,6216159,AMZN
783086,2010-11-19,164.82,4463345,AMZN
783087,2010-11-22,170.39,6141958,AMZN
783088,2010-11-23,168.2,6464924,AMZN
783089,2010-11-24,177.25,10041437,AMZN
783090,2010-11-26,177.2,4272138,AMZN
783091,2010-11-29,179.49,9690463,AMZN
783092,2010-11-30,175.4,6761420,AMZN
783093,2010-12-01,176.55,5769065,AMZN
783094,2010-12-02,176.53,5537579,AMZN
783095,2010-12-03,175.68,4906789,AMZN
783096,2010-12-06,178.05,5646515,AMZN
783097,2010-12-07,176.77,5073989,AMZN
783098,2010-12-08,176.29,3726855,AMZN
783099,2010-12-09,174.85,4552588,AMZN
783100,2010-12-10,175.62,3560443,AMZN
783101,2010-12-13,174.25,4202479,AMZN
783102,2010-12-14,173.94,3684605,AMZN
783103,2010-12-15,175.57,5807078,AMZN
783104,2010-12-16,178.04,4116580,AMZN
783105,2010-12-17,177.58,4505169,AMZN
783106,2010-12-20,183.29,8718649,AMZN
783107,2010-12-21,184.75,5110546,AMZN
783108,2010-12-22,184.76,2576410,AMZN
783109,2010-12-23,182.59,3357316,AMZN
783110,2010-12-27,182.14,2247052,AMZN
783111,2010-12-28,181.09,1974053,AMZN
783112,2010-12-29,183.37,3120078,AMZN
783113,2010-12-30,182.75,1960924,AMZN
783114,2010-12-31,180.0,3449615,AMZN
783115,2011-01-03,184.22,5329113,AMZN
783116,2011-01-04,185.01,5031322,AMZN
783117,2011-01-05,187.42,3396012,AMZN
783118,2011-01-06,185.86,3166150,AMZN
783119,2011-01-07,185.49,5221615,AMZN
783120,2011-01-10,184.68,3375893,AMZN
783121,2011-01-11,184.34,2813855,AMZN
783122,2011-01-12,184.08,2637712,AMZN
783123,2011-01-13,185.53,3366393,AMZN
783124,2011-01-14,188.75,3661883,AMZN
783125,2011-01-18,191.25,3945987,AMZN
783126,2011-01-19,186.87,3880846,AMZN
783127,2011-01-20,181.96,5708247,AMZN
783128,2011-01-21,177.42,6801949,AMZN
783129,2011-01-24,176.85,5588409,AMZN
783130,2011-01-25,176.7,4650139,AMZN
783131,2011-01-26,175.39,3746816,AMZN
783132,2011-01-27,184.45,14336481,AMZN
783133,2011-01-28,171.14,19899760,AMZN
783134,2011-01-31,169.64,6716465,AMZN
783135,2011-02-01,172.11,5077178,AMZN
783136,2011-02-02,173.53,4546911,AMZN
783137,2011-02-03,173.71,3677487,AMZN
783138,2011-02-04,175.93,4346782,AMZN
783139,2011-02-07,176.43,5254541,AMZN
783140,2011-02-08,183.06,7793140,AMZN
783141,2011-02-09,185.3,8308679,AMZN
783142,2011-02-10,186.21,5331191,AMZN
783143,2011-02-11,189.25,4487709,AMZN
783144,2011-02-14,190.42,4059879,AMZN
783145,2011-02-15,189.03,3889592,AMZN
783146,2011-02-16,186.62,4627359,AMZN
783147,2011-02-17,187.76,3424383,AMZN
783148,2011-02-18,186.5,4176935,AMZN
783149,2011-02-22,180.42,5633557,AMZN
783150,2011-02-23,176.68,5481990,AMZN
783151,2011-02-24,177.75,4656228,AMZN
783152,2011-02-25,177.24,4190678,AMZN
783153,2011-02-28,173.29,6781774,AMZN
783154,2011-03-01,169.44,5843462,AMZN
783155,2011-03-02,172.02,5181578,AMZN
783156,2011-03-03,172.79,4136929,AMZN
783157,2011-03-04,171.67,4923140,AMZN
783158,2011-03-07,169.08,5931165,AMZN
783159,2011-03-08,166.89,4216404,AMZN
783160,2011-03-09,169.05,7106671,AMZN
783161,2011-03-10,166.14,5998152,AMZN
783162,2011-03-11,168.07,4608522,AMZN
783163,2011-03-14,166.73,4021956,AMZN
783164,2011-03-15,165.08,4936126,AMZN
783165,2011-03-16,164.7,5211056,AMZN
783166,2011-03-17,160.97,6471310,AMZN
783167,2011-03-18,161.82,7442604,AMZN
783168,2011-03-21,164.53,4055221,AMZN
783169,2011-03-22,162.6,3612686,AMZN
783170,2011-03-23,165.32,4721455,AMZN
783171,2011-03-24,171.1,6285368,AMZN
783172,2011-03-25,170.98,4293802,AMZN
783173,2011-03-28,169.35,3399838,AMZN
783174,2011-03-29,174.62,4883107,AMZN
783175,2011-03-30,179.42,6856880,AMZN
783176,2011-03-31,180.13,4825628,AMZN
783177,2011-04-01,180.13,5683357,AMZN
783178,2011-04-04,182.94,4186165,AMZN
783179,2011-04-05,185.29,5567593,AMZN
783180,2011-04-06,182.76,5426993,AMZN
783181,2011-04-07,184.91,4558622,AMZN
783182,2011-04-08,184.71,3725114,AMZN
783183,2011-04-11,184.04,3296528,AMZN
783184,2011-04-12,180.48,5333259,AMZN
783185,2011-04-13,182.29,4222210,AMZN
783186,2011-04-14,181.82,3583657,AMZN
783187,2011-04-15,180.01,4267836,AMZN
783188,2011-04-18,178.34,4615185,AMZN
783189,2011-04-19,178.82,2645668,AMZN
783190,2011-04-20,183.87,4061235,AMZN
783191,2011-04-21,185.89,3347589,AMZN
783192,2011-04-25,185.42,3434744,AMZN
783193,2011-04-26,182.3,10830884,AMZN
783194,2011-04-27,196.63,23593044,AMZN
783195,2011-04-28,195.07,7263823,AMZN
783196,2011-04-29,195.81,6638062,AMZN
783197,2011-05-02,201.19,9389614,AMZN
783198,2011-05-03,198.45,6049929,AMZN
783199,2011-05-04,199.97,6546629,AMZN
783200,2011-05-05,197.11,4625978,AMZN
783201,2011-05-06,197.6,4012521,AMZN
783202,2011-05-09,200.8,5815595,AMZN
783203,2011-05-10,203.94,5881625,AMZN
783204,2011-05-11,204.38,4802731,AMZN
783205,2011-05-12,206.07,4817777,AMZN
783206,2011-05-13,202.56,4122522,AMZN
783207,2011-05-16,192.51,9370713,AMZN
783208,2011-05-17,194.81,7069541,AMZN
783209,2011-05-18,197.09,4955539,AMZN
783210,2011-05-19,198.81,3699653,AMZN
783211,2011-05-20,198.65,3380401,AMZN
783212,2011-05-23,196.22,4227612,AMZN
783213,2011-05-24,193.27,2968627,AMZN
783214,2011-05-25,192.26,4655944,AMZN
783215,2011-05-26,195.0,4073674,AMZN
783216,2011-05-27,194.13,2351319,AMZN
783217,2011-05-31,196.69,3407795,AMZN
783218,2011-06-01,192.4,3432251,AMZN
783219,2011-06-02,193.65,3043026,AMZN
783220,2011-06-03,188.32,4970721,AMZN
783221,2011-06-06,185.69,3712231,AMZN
783222,2011-06-07,187.55,4863126,AMZN
783223,2011-06-08,188.05,3715290,AMZN
783224,2011-06-09,189.68,4178852,AMZN
783225,2011-06-10,186.53,3753367,AMZN
783226,2011-06-13,186.29,3868235,AMZN
783227,2011-06-14,189.96,3953011,AMZN
783228,2011-06-15,185.98,6311318,AMZN
783229,2011-06-16,183.65,6025981,AMZN
783230,2011-06-17,186.37,6322114,AMZN
783231,2011-06-20,187.72,2829729,AMZN
783232,2011-06-21,194.23,4175133,AMZN
783233,2011-06-22,191.63,3127354,AMZN
783234,2011-06-23,194.16,4605738,AMZN
783235,2011-06-24,192.55,3601842,AMZN
783236,2011-06-27,201.25,6091508,AMZN
783237,2011-06-28,202.35,3821426,AMZN
783238,2011-06-29,204.18,4605493,AMZN
783239,2011-06-30,204.49,4446007,AMZN
783240,2011-07-01,209.49,4005804,AMZN
783241,2011-07-05,213.19,3583177,AMZN
783242,2011-07-06,214.19,2607514,AMZN
783243,2011-07-07,216.74,3141537,AMZN
783244,2011-07-08,218.28,3707096,AMZN
783245,2011-07-11,212.55,4029808,AMZN
783246,2011-07-12,211.23,3983843,AMZN
783247,2011-07-13,213.5,4228990,AMZN
783248,2011-07-14,210.38,3899761,AMZN
783249,2011-07-15,212.87,4071458,AMZN
783250,2011-07-18,211.53,2896318,AMZN
783251,2011-07-19,218.06,4409233,AMZN
783252,2011-07-20,215.55,3366310,AMZN
783253,2011-07-21,213.21,4543651,AMZN
783254,2011-07-22,216.52,3588201,AMZN
783255,2011-07-25,213.49,3338192,AMZN
783256,2011-07-26,214.18,9693118,AMZN
783257,2011-07-27,222.52,12944241,AMZN
783258,2011-07-28,223.9,5353617,AMZN
783259,2011-07-29,222.52,5166268,AMZN
783260,2011-08-01,221.32,5788056,AMZN
783261,2011-08-02,211.7,6578424,AMZN
783262,2011-08-03,209.96,8199706,AMZN
783263,2011-08-04,201.48,6533162,AMZN
783264,2011-08-05,202.7,10021980,AMZN
783265,2011-08-08,193.7,10415588,AMZN
783266,2011-08-09,205.09,10485406,AMZN
783267,2011-08-10,194.13,8742985,AMZN
783268,2011-08-11,198.36,7400338,AMZN
783269,2011-08-12,202.3,5618677,AMZN
783270,2011-08-15,202.95,4782989,AMZN
783271,2011-08-16,197.68,5200781,AMZN
783272,2011-08-17,195.93,3988741,AMZN
783273,2011-08-18,182.52,8261416,AMZN
783274,2011-08-19,178.93,7239575,AMZN
783275,2011-08-22,177.54,5313373,AMZN
783276,2011-08-23,193.55,7343979,AMZN
783277,2011-08-24,193.73,6247157,AMZN
783278,2011-08-25,192.03,3732924,AMZN
783279,2011-08-26,199.27,5282048,AMZN
783280,2011-08-29,206.53,4510983,AMZN
783281,2011-08-30,210.92,5911001,AMZN
783282,2011-08-31,215.23,7401956,AMZN
783283,2011-09-01,212.54,5273100,AMZN
783284,2011-09-02,210.0,4228989,AMZN
783285,2011-09-06,216.18,6214781,AMZN
783286,2011-09-07,219.9,5293058,AMZN
783287,2011-09-08,217.26,4396625,AMZN
783288,2011-09-09,211.39,4568102,AMZN
783289,2011-09-12,216.56,5337533,AMZN
783290,2011-09-13,219.53,4833012,AMZN
783291,2011-09-14,222.57,5877010,AMZN
783292,2011-09-15,226.78,5602779,AMZN
783293,2011-09-16,239.3,11744615,AMZN
783294,2011-09-19,241.69,8202463,AMZN
783295,2011-09-20,233.25,7371417,AMZN
783296,2011-09-21,231.87,5874839,AMZN
783297,2011-09-22,223.23,8243864,AMZN
783298,2011-09-23,223.61,6464173,AMZN
783299,2011-09-26,229.85,5787763,AMZN
783300,2011-09-27,224.21,7833910,AMZN
783301,2011-09-28,229.71,14421030,AMZN
783302,2011-09-29,222.44,9356452,AMZN
783303,2011-09-30,216.23,6549941,AMZN
783304,2011-10-03,211.98,6620218,AMZN
783305,2011-10-04,212.5,8706354,AMZN
783306,2011-10-05,219.5,6495949,AMZN
783307,2011-10-06,221.51,6848614,AMZN
783308,2011-10-07,224.74,6781980,AMZN
783309,2011-10-10,231.32,5141289,AMZN
783310,2011-10-11,235.48,5000538,AMZN
783311,2011-10-12,236.81,6509757,AMZN
783312,2011-10-13,236.15,4826981,AMZN
783313,2011-10-14,246.71,5919183,AMZN
783314,2011-10-17,242.33,4755857,AMZN
783315,2011-10-18,243.88,4601232,AMZN
783316,2011-10-19,231.53,6710902,AMZN
783317,2011-10-20,233.61,4524091,AMZN
783318,2011-10-21,234.78,4569632,AMZN
783319,2011-10-24,237.61,4972556,AMZN
783320,2011-10-25,227.15,13452400,AMZN
783321,2011-10-26,198.4,24125268,AMZN
783322,2011-10-27,206.78,10765379,AMZN
783323,2011-10-28,217.32,9870513,AMZN
783324,2011-10-31,213.51,7347390,AMZN
783325,2011-11-01,212.1,8511747,AMZN
783326,2011-11-02,215.62,6122954,AMZN
783327,2011-11-03,218.29,5315180,AMZN
783328,2011-11-04,216.48,4065740,AMZN
783329,2011-11-07,217.0,3858533,AMZN
783330,2011-11-08,217.99,3911824,AMZN
783331,2011-11-09,211.22,4672212,AMZN
783332,2011-11-10,210.79,5044314,AMZN
783333,2011-11-11,217.39,5160791,AMZN
783334,2011-11-14,218.93,6518535,AMZN
783335,2011-11-15,217.83,5738025,AMZN
783336,2011-11-16,211.99,5503732,AMZN
783337,2011-11-17,204.52,7973050,AMZN
783338,2011-11-18,197.14,8435140,AMZN
783339,2011-11-21,189.25,11299410,AMZN
783340,2011-11-22,192.34,9911977,AMZN
783341,2011-11-23,188.99,8010200,AMZN
783342,2011-11-25,182.4,4971977,AMZN
783343,2011-11-28,194.15,7166570,AMZN
783344,2011-11-29,188.39,6573777,AMZN
783345,2011-11-30,192.29,7710360,AMZN
783346,2011-12-01,197.13,7323228,AMZN
783347,2011-12-02,196.03,7524821,AMZN
783348,2011-12-05,196.24,5918786,AMZN
783349,2011-12-06,191.99,5201317,AMZN
783350,2011-12-07,195.32,6424177,AMZN
783351,2011-12-08,190.48,4358296,AMZN
783352,2011-12-09,193.03,5156847,AMZN
783353,2011-12-12,189.52,4340029,AMZN
783354,2011-12-13,180.51,9280074,AMZN
783355,2011-12-14,180.21,11594628,AMZN
783356,2011-12-15,181.26,7241809,AMZN
783357,2011-12-16,181.26,6661379,AMZN
783358,2011-12-19,179.33,4502173,AMZN
783359,2011-12-20,182.52,4567147,AMZN
783360,2011-12-21,174.35,8062630,AMZN
783361,2011-12-22,179.03,4693172,AMZN
783362,2011-12-23,177.28,3495273,AMZN
783363,2011-12-27,176.27,2949434,AMZN
783364,2011-12-28,173.89,3652801,AMZN
783365,2011-12-29,173.86,8203509,AMZN
783366,2011-12-30,173.1,4280263,AMZN
783367,2012-01-03,179.03,5110970,AMZN
783368,2012-01-04,177.51,4205374,AMZN
783369,2012-01-05,177.61,3809838,AMZN
783370,2012-01-06,182.61,7009839,AMZN
783371,2012-01-09,178.56,5056842,AMZN
783372,2012-01-10,179.34,3985802,AMZN
783373,2012-01-11,178.9,3102777,AMZN
783374,2012-01-12,175.93,5386885,AMZN
783375,2012-01-13,178.42,4753389,AMZN
783376,2012-01-17,181.66,5644453,AMZN
783377,2012-01-18,189.44,7474537,AMZN
783378,2012-01-19,194.45,7096902,AMZN
783379,2012-01-20,190.93,5610242,AMZN
783380,2012-01-23,186.09,4586384,AMZN
783381,2012-01-24,187.0,4678993,AMZN
783382,2012-01-25,187.8,4306783,AMZN
783383,2012-01-26,193.32,5874242,AMZN
783384,2012-01-27,195.37,4659131,AMZN
783385,2012-01-30,192.15,5426638,AMZN
783386,2012-01-31,194.44,12745930,AMZN
783387,2012-02-01,179.46,21337323,AMZN
783388,2012-02-02,181.72,8738156,AMZN
783389,2012-02-03,187.68,8122016,AMZN
783390,2012-02-06,183.14,5082036,AMZN
783391,2012-02-07,184.19,5103838,AMZN
783392,2012-02-08,185.48,5477158,AMZN
783393,2012-02-09,184.98,7189245,AMZN
783394,2012-02-10,185.54,5797010,AMZN
783395,2012-02-13,191.59,6072118,AMZN
783396,2012-02-14,191.3,9532219,AMZN
783397,2012-02-15,184.47,7797587,AMZN
783398,2012-02-16,179.93,12563763,AMZN
783399,2012-02-17,182.5,7418012,AMZN
783400,2012-02-21,182.26,6756486,AMZN
783401,2012-02-22,180.58,5786428,AMZN
783402,2012-02-23,178.89,5156505,AMZN
783403,2012-02-24,179.13,3311754,AMZN
783404,2012-02-27,178.53,3706636,AMZN
783405,2012-02-28,183.8,5764607,AMZN
783406,2012-02-29,179.69,5301548,AMZN
783407,2012-03-01,180.04,4937075,AMZN
783408,2012-03-02,179.3,3657711,AMZN
783409,2012-03-05,180.26,4683857,AMZN
783410,2012-03-06,181.09,5612185,AMZN
783411,2012-03-07,183.77,3761317,AMZN
783412,2012-03-08,187.64,4222585,AMZN
783413,2012-03-09,184.32,4510556,AMZN
783414,2012-03-12,183.39,2588002,AMZN
783415,2012-03-13,184.59,4404299,AMZN
783416,2012-03-14,182.26,3699734,AMZN
783417,2012-03-15,184.43,4160618,AMZN
783418,2012-03-16,185.05,4934824,AMZN
783419,2012-03-19,185.52,3904019,AMZN
783420,2012-03-20,192.33,9167308,AMZN
783421,2012-03-21,191.73,3927684,AMZN
783422,2012-03-22,192.4,3740279,AMZN
783423,2012-03-23,195.04,5984094,AMZN
783424,2012-03-26,202.87,7619046,AMZN
783425,2012-03-27,205.44,9598624,AMZN
783426,2012-03-28,201.16,6246002,AMZN
783427,2012-03-29,204.61,5711125,AMZN
783428,2012-03-30,202.51,4438924,AMZN
783429,2012-04-02,198.05,6430261,AMZN
783430,2012-04-03,199.66,5001070,AMZN
783431,2012-04-04,193.99,5457982,AMZN
783432,2012-04-05,194.77,2455059,AMZN
783433,2012-04-09,191.87,2787440,AMZN
783434,2012-04-10,186.98,4455291,AMZN
783435,2012-04-11,187.97,4338008,AMZN
783436,2012-04-12,190.69,4027825,AMZN
783437,2012-04-13,188.46,3432003,AMZN
783438,2012-04-16,185.5,4044271,AMZN
783439,2012-04-17,188.39,2829185,AMZN
783440,2012-04-18,191.07,4001845,AMZN
783441,2012-04-19,191.1,4002787,AMZN
783442,2012-04-20,189.98,3243595,AMZN
783443,2012-04-23,188.24,3481256,AMZN
783444,2012-04-24,190.33,3378578,AMZN
783445,2012-04-25,194.42,3956735,AMZN
783446,2012-04-26,195.99,10165271,AMZN
783447,2012-04-27,226.85,22116989,AMZN
783448,2012-04-30,231.9,9761255,AMZN
783449,2012-05-01,230.04,6755059,AMZN
783450,2012-05-02,230.25,4593424,AMZN
783451,2012-05-03,229.45,4057390,AMZN
783452,2012-05-04,223.99,4586463,AMZN
783453,2012-05-07,225.16,3313252,AMZN
783454,2012-05-08,223.9,4522739,AMZN
783455,2012-05-09,222.98,3713131,AMZN
783456,2012-05-10,226.69,4648258,AMZN
783457,2012-05-11,227.68,4193941,AMZN
783458,2012-05-14,222.93,3187212,AMZN
783459,2012-05-15,224.39,5714638,AMZN
783460,2012-05-16,224.06,5408780,AMZN
783461,2012-05-17,218.36,3857326,AMZN
783462,2012-05-18,213.85,5231607,AMZN
783463,2012-05-21,218.11,3579721,AMZN
783464,2012-05-22,215.33,3733744,AMZN
783465,2012-05-23,217.28,4332662,AMZN
783466,2012-05-24,215.24,2692874,AMZN
783467,2012-05-25,212.89,2171364,AMZN
783468,2012-05-29,214.75,2694188,AMZN
783469,2012-05-30,209.23,4079504,AMZN
783470,2012-05-31,212.91,4944724,AMZN
783471,2012-06-01,208.22,3953591,AMZN
783472,2012-06-04,214.57,4299571,AMZN
783473,2012-06-05,213.21,3543891,AMZN
783474,2012-06-06,217.64,2480530,AMZN
783475,2012-06-07,218.8,3503616,AMZN
783476,2012-06-08,218.48,2876904,AMZN
783477,2012-06-11,216.5,3749085,AMZN
783478,2012-06-12,216.42,2833455,AMZN
783479,2012-06-13,214.73,2326029,AMZN
783480,2012-06-14,214.45,3060973,AMZN
783481,2012-06-15,218.35,3786230,AMZN
783482,2012-06-18,222.66,3371346,AMZN
783483,2012-06-19,224.03,2716519,AMZN
783484,2012-06-20,223.02,2444332,AMZN
783485,2012-06-21,220.57,2843130,AMZN
783486,2012-06-22,222.16,2187763,AMZN
783487,2012-06-25,220.07,2216774,AMZN
783488,2012-06-26,225.61,3754080,AMZN
783489,2012-06-27,225.62,2795230,AMZN
783490,2012-06-28,221.31,2995338,AMZN
783491,2012-06-29,228.35,3614844,AMZN
783492,2012-07-02,229.32,2330730,AMZN
783493,2012-07-03,229.53,1335952,AMZN
783494,2012-07-05,227.06,2683070,AMZN
783495,2012-07-06,225.05,3203130,AMZN
783496,2012-07-09,225.05,1921979,AMZN
783497,2012-07-10,219.5,2981599,AMZN
783498,2012-07-11,218.37,2734748,AMZN
783499,2012-07-12,215.36,2617140,AMZN
783500,2012-07-13,218.39,2222229,AMZN
783501,2012-07-16,216.01,2004300,AMZN
783502,2012-07-17,216.93,1986954,AMZN
783503,2012-07-18,217.47,2094419,AMZN
783504,2012-07-19,226.17,5451352,AMZN
783505,2012-07-20,228.29,4169933,AMZN
783506,2012-07-23,226.01,5515058,AMZN
783507,2012-07-24,223.04,5015160,AMZN
783508,2012-07-25,217.05,3647927,AMZN
783509,2012-07-26,220.01,6921519,AMZN
783510,2012-07-27,237.32,11313865,AMZN
783511,2012-07-30,236.09,3736365,AMZN
783512,2012-07-31,233.3,3453933,AMZN
783513,2012-08-01,232.09,2543743,AMZN
783514,2012-08-02,230.81,3048331,AMZN
783515,2012-08-03,234.97,2825216,AMZN
783516,2012-08-06,233.99,1843686,AMZN
783517,2012-08-07,236.56,2058228,AMZN
783518,2012-08-08,234.38,1534228,AMZN
783519,2012-08-09,234.06,1548452,AMZN
783520,2012-08-10,232.75,1852503,AMZN
783521,2012-08-13,232.44,1997278,AMZN
783522,2012-08-14,233.19,2750998,AMZN
783523,2012-08-15,237.42,3265269,AMZN
783524,2012-08-16,241.55,4312012,AMZN
783525,2012-08-17,241.17,3085790,AMZN
783526,2012-08-20,240.35,1889992,AMZN
783527,2012-08-21,239.45,2571467,AMZN
783528,2012-08-22,243.1,2473686,AMZN
783529,2012-08-23,241.2,2453810,AMZN
783530,2012-08-24,245.74,3699397,AMZN
783531,2012-08-27,243.92,2929676,AMZN
783532,2012-08-28,246.11,2742232,AMZN
783533,2012-08-29,247.12,1772604,AMZN
783534,2012-08-30,246.22,3647576,AMZN
783535,2012-08-31,248.27,3347458,AMZN
783536,2012-09-04,247.88,3951366,AMZN
783537,2012-09-05,246.22,2653046,AMZN
783538,2012-09-06,251.38,5361452,AMZN
783539,2012-09-07,259.14,5030776,AMZN
783540,2012-09-10,257.09,2567221,AMZN
783541,2012-09-11,255.67,2524795,AMZN
783542,2012-09-12,255.63,2273115,AMZN
783543,2012-09-13,260.24,3525555,AMZN
783544,2012-09-14,261.27,3666193,AMZN
783545,2012-09-17,258.0,2306200,AMZN
783546,2012-09-18,258.75,2215451,AMZN
783547,2012-09-19,261.68,2637214,AMZN
783548,2012-09-20,260.81,2913544,AMZN
783549,2012-09-21,257.47,6059684,AMZN
783550,2012-09-24,254.8,2709759,AMZN
783551,2012-09-25,252.46,4405725,AMZN
783552,2012-09-26,249.67,2920842,AMZN
783553,2012-09-27,256.59,3397311,AMZN
783554,2012-09-28,254.32,2456510,AMZN
783555,2012-10-01,252.01,2581202,AMZN
783556,2012-10-02,250.6,2195767,AMZN
783557,2012-10-03,255.92,2746126,AMZN
783558,2012-10-04,260.47,2710852,AMZN
783559,2012-10-05,258.51,2806662,AMZN
783560,2012-10-08,259.06,1762384,AMZN
783561,2012-10-09,250.96,3495031,AMZN
783562,2012-10-10,244.99,3948536,AMZN
783563,2012-10-11,244.22,3447778,AMZN
783564,2012-10-12,242.36,2203201,AMZN
783565,2012-10-15,244.18,2959801,AMZN
783566,2012-10-16,243.94,2204143,AMZN
783567,2012-10-17,247.49,3302618,AMZN
783568,2012-10-18,244.85,5305742,AMZN
783569,2012-10-19,240.0,4395884,AMZN
783570,2012-10-22,233.78,4499838,AMZN
783571,2012-10-23,234.31,4431862,AMZN
783572,2012-10-24,228.49,3679282,AMZN
783573,2012-10-25,222.92,6731398,AMZN
783574,2012-10-26,238.24,11362599,AMZN
783575,2012-10-31,232.89,4797876,AMZN
